Core-index,Vocab-KO-Index,Sent-KO-Index,New-Opt-Voc-Index,Opt-Voc-Index,Opt-Sen-Index,jlpt ,Vocab-expression,Vocab-kana,Vocab-meaning,Vocab-sound-local,Vocab-pos,Sentence-expression,Sentence-kana,Sentence-meaning,Sentence-sound-local,Sentence-image-local,Vocab-furigana,Sentence-furigana,Sentence-Cloze
3689,372,1251,2462,2563,5146,JLPT2,転がす,ころがす,"roll, roll over",[sound:51bcc43e57c1c6f069904e8960b6806f.mp3],Verb,まず、肉をパン粉の上で<b>転がします</b>。,まず にく を ぱんこ の うえ で <b>ころがします</b>,"First of all, roll the meat in bread crumbs.",[sound:e1eb9daf37908b088f88565ebbaecc1d.mp3],,転[ころ]がす,まず、 肉[にく]をパン 粉[こ]の 上[うえ]で<b> 転[ころ]がします</b>。,まず、 肉[にく]をパン 粉[こ]の 上[うえ]で<b>（　）</b>。
3924,1250,1251,3690,3690,5147,JLPT2,粉,こな,"powder, flour",[sound:a6dd92ed74cc3e1f2c858078fd8a5196.mp3],Noun,その白い<b>粉</b>は赤ちゃんのミルクです。,その しろい <b>こな</b> は あかちゃん の みるく です,The white powder is baby's milk.,[sound:253da36519f8a3a4debfcbe31630b6c3.mp3],,粉[こな],その 白[しろ]い<b> 粉[こな]</b>は 赤[あか]ちゃんのミルクです。,その 白[しろ]い<b>（　）</b>は 赤[あか]ちゃんのミルクです。
4960,1251,1252,5716,5715,5148,JLPT2,粒,つぶ,"grain, drop",[sound:882d645066284e757e245b421af6f798.mp3],Noun,その子は大<b>粒</b>の涙を浮かべていたの。,その こ は おお<b>つぶ</b> の なみだ を うかべていた の,The child's eyes were brimming with big tears.,[sound:a8243f998a6ba4f0c5d57f6eaeb2d66c.mp3],,粒[つぶ],その 子[こ]は 大[おお]<b> 粒[つぶ]</b>の 涙[なみだ]を 浮[う]かべていたの。,その 子[こ]は 大[おお]<b>（　）</b>の 涙[なみだ]を 浮[う]かべていたの。
2841,1255,1256,3691,3691,5149,JLPT2,小麦,こむぎ,wheat,[sound:40068e66f7e6d207a9203fb8782ef966.mp3],Noun,<b>小麦</b>は色々な食べ物に使われている。,<b>こむぎ</b> は いろいろ な たべもの に つかわれて いる,Wheat is used in many foods.,[sound:b7d88c4c02767aebc2fc7729576bf21f.mp3],,小麦[こむぎ],<b> 小麦[こむぎ]</b>は 色々[いろいろ]な 食[た]べ 物[もの]に 使[つか]われている。,<b>（　）</b>は 色々[いろいろ]な 食[た]べ 物[もの]に 使[つか]われている。
3386,1255,1256,3692,3692,5150,JLPT0,小麦粉,こむぎこ,flour,[sound:e26ab916e52a66b0d1a76886213f7b17.mp3],Noun,うどんは<b>小麦粉</b>から作られます。,うどん は <b>こむぎこ</b> から つくられます,Udon noodles are made from flour.,[sound:b1ca996e95d93530d99149d107f71911.mp3],,小麦粉[こむぎこ],うどんは<b> 小麦粉[こむぎこ]</b>から 作[つく]られます。,うどんは<b>（　）</b>から 作[つく]られます。
3561,1255,1256,3693,3694,5151,JLPT0,大麦,おおむぎ,barley,[sound:e2b55231a8e8274ff9c13349b9985cc2.mp3],Noun,<b>大麦</b>はビールの原料になります。,<b>おおむぎ</b> は びーる の げんりょう に なります,Barley is one of the ingredients for beer.,[sound:59dfa67b4f2365ce73320c5c1f14eddb.mp3],,大麦[おおむぎ],<b> 大麦[おおむぎ]</b>はビールの 原料[げんりょう]になります。,<b>（　）</b>はビールの 原料[げんりょう]になります。
5474,255,1256,4409,4408,5152,JLPT2,量る,はかる,"measure, weigh",[sound:0941222017310c81ff3797521472b2b8.mp3],Verb,はかりで小麦粉の分量を<b>量った</b>よ。,はかり で こむぎこ の ぶんりょう を <b>はかった</b> よ,I measured how much flour there was with a kitchen scale.,[sound:946ec0ca6c6d707c44a24d42b5000712.mp3],,量[はか]る,はかりで 小麦粉[こむぎこ]の 分量[ぶんりょう]を<b> 量[はか]った</b>よ。,はかりで 小麦粉[こむぎこ]の 分量[ぶんりょう]を<b>（　）</b>よ。
2403,773,1257,3215,3215,5153,JLPT1,一帯,いったい,"area, vicinity",[sound:fde64fa94e2d6150fe9ea568f55f0eb0.mp3],Noun,この辺<b>一帯</b>はリンゴ畑です。,この へん <b>いったい</b> は りんごばたけ です,The whole area here is apple orchards.,[sound:af48a985343411d4f4004470f14b95c6.mp3],,一帯[いったい],この 辺[へん]<b> 一帯[いったい]</b>はリンゴ 畑[ばたけ]です。,この 辺[へん]<b>（　）</b>はリンゴ 畑[ばたけ]です。
4866,259,1257,4420,4419,5154,JLPT2,取れる,とれる,"be harvested, be cultivated",[sound:e30e1c1315ccad96947687fd547ccf42.mp3],Verb,このナスは畑で<b>取れた</b>ばかりです。,この なす は はたけ で <b>とれた</b> ばかり です,This eggplant has just been picked from the field.,[sound:470b286ab1b49657f7148f17f2fe3a00.mp3],,取[と]れる,このナスは 畑[はたけ]で<b> 取[と]れた</b>ばかりです。,このナスは 畑[はたけ]で<b>（　）</b>ばかりです。
4955,1255,1257,5717,5716,5155,JLPT0,麦,むぎ,wheat,[sound:49c54286d8006d6a190ac3e0a17fbdc1.mp3],Noun,この畑では<b>麦</b>を作っています。,この はたけ で は <b>むぎ</b> を つくって います,We're growing wheat in this field.,[sound:0ce9a687e9e2361ce83d7d2395869977.mp3],,麦[むぎ],この 畑[はたけ]では<b> 麦[むぎ]</b>を 作[つく]っています。,この 畑[はたけ]では<b>（　）</b>を 作[つく]っています。
5003,1256,1257,5718,5717,5156,JLPT0,田畑,たはた,fields and rice paddies,[sound:2dbc35de084496324b32c5bb22a85cd6.mp3],Noun,この村には<b>田畑</b>がたくさんあります。,この むら に は <b>たはた</b> が たくさん あります,There are a lot of fields in this village.,[sound:0661cbbd961028bb5efef83efb06b4a1.mp3],,田畑[たはた],この 村[むら]には<b> 田畑[たはた]</b>がたくさんあります。,この 村[むら]には<b>（　）</b>がたくさんあります。
3308,1257,1258,3694,3695,5157,JLPT2,炊事,すいじ,cooking,[sound:28c843b77c72d3406c00deb405c62f9c.mp3],Verbal Noun,うちでは夫も<b>炊事</b>をします。,うち で は おっと も <b>すいじ</b> を します,"In my house, my husband also cooks.",[sound:dfb4ec16122f82597314d3094436a586.mp3],,炊事[すいじ],うちでは 夫[おっと]も<b> 炊事[すいじ]</b>をします。,うちでは 夫[おっと]も<b>（　）</b>をします。
4962,1258,1259,5719,5718,5158,JLPT2,灯油,とうゆ,"kerosene, lamp oil",[sound:2ab1d66636d7deddfd023ce9623581bc.mp3],Noun,ストーブの<b>灯油</b>がなくなったわよ。,すとーぶ の <b>とうゆ</b> が なくなった わ よ,The kerosene for the stove has run out.,[sound:7c9566100ac8c3dcad0f8045fb105236.mp3],,灯油[とうゆ],ストーブの<b> 灯油[とうゆ]</b>がなくなったわよ。,ストーブの<b>（　）</b>がなくなったわよ。
5034,1258,1259,5721,5720,5159,JLPT3,電灯,でんとう,"lamp, electric light",[sound:68ed8e7a0751814d0ecf56c552db7b37.mp3],Noun,午後5時には<b>電灯</b>がつきます。,ごご 5 じ に は <b>でんとう</b> が つきます,The light will be turned on at 5:00 pm.,[sound:c63f0b4acb64923c8942f1428cc07ac2.mp3],,電灯[でんとう],午後5時[ごご 5 じ]には<b> 電灯[でんとう]</b>がつきます。,午後5時[ごご 5 じ]には<b>（　）</b>がつきます。
5884,1260,1261,5722,5721,5160,JLPT2,炎,ほのお,"flame, blaze",[sound:47698d98a857bb56d095a6fa34f824ea.mp3],Noun,ろうそくの<b>炎</b>が部屋を照らしたんだ。,ろうそく の <b>ほのお</b> が へや を てらした ん だ,The candle's flame lit the room.,[sound:d2660ecd98dd4b297641b5285502eac7.mp3],,炎[ほのお],ろうそくの<b> 炎[ほのお]</b>が 部屋[へや]を 照[て]らしたんだ。,ろうそくの<b>（　）</b>が 部屋[へや]を 照[て]らしたんだ。
3698,0,1262,3455,3452,5161,JLPT0,スモッグ,スモッグ,smog,[sound:5e31e8ae23aadcd4afdf272bd429c7e3.mp3],Noun,都会の空は<b>スモッグ</b>で灰色ね。,とかい の そら は <b>すもっぐ</b> で はいいろ ね,The city sky is gray because of smog.,[sound:830060c1f8a19e5c0606c1c05a0ec269.mp3],,スモッグ,都会[とかい]の 空[そら]は<b>スモッグ</b>で 灰色[はいいろ]ね。,都会[とかい]の 空[そら]は<b>（　）</b>で 灰色[はいいろ]ね。
3448,1262,1263,3695,3696,5162,JLPT1,暦,こよみ,"calendar, almanac",[sound:371cac7129479de91fd0a12dcdc847dd.mp3],Noun,<b>暦</b>の上では今日から冬ですね。,<b>こよみ</b> の うえ で は きょう から ふゆ です ね,Winter starts today according to the almanac.,[sound:91a75411a2a47f041aa169b2f23fa0e3.mp3],,暦[こよみ],<b> 暦[こよみ]</b>の 上[うえ]では 今日[きょう]から 冬[ふゆ]ですね。,<b>（　）</b>の 上[うえ]では 今日[きょう]から 冬[ふゆ]ですね。
5441,28,1263,4016,4015,5163,JLPT0,年月日,ねんがっぴ,date,[sound:501071f04c91950df7144d85efdf93d9.mp3],Noun,申請の<b>年月日</b>を西暦で書いてください。,しんせい の <b>ねんがっぴ</b> を せいれき で かいて ください,Please write down the application date in the Western calendar.,[sound:fa3573a7ed7c3cdeb662392a5dbbdd86.mp3],,年月日[ねんがっぴ],申請[しんせい]の<b> 年月日[ねんがっぴ]</b>を 西暦[せいれき]で 書[か]いてください。,申請[しんせい]の<b>（　）</b>を 西暦[せいれき]で 書[か]いてください。
3884,1263,1264,3696,3697,5164,JLPT2,皮,かわ,"peel, fur",[sound:62f1afcf46f866ce179c99170ff8fc04.mp3],Noun,りんごの<b>皮</b>をむきましたよ。,りんご の <b>かわ</b> を むきました よ,I peeled an apple.,[sound:f47fc893079fa14950288de6e030b546.mp3],,皮[かわ],りんごの<b> 皮[かわ]</b>をむきましたよ。,りんごの<b>（　）</b>をむきましたよ。
4623,1263,1264,5723,5722,5165,JLPT2,皮肉,ひにく,"cynicism, irony",[sound:8bf81b46acf483aab3210f89a9345477.mp3],Adjectival Noun,彼は<b>皮肉</b>ばかり言います。,かれ は <b>ひにく</b> ばかり いいます,He always says sarcastic things.,[sound:a3b97163fd65fb8e1797764b96c778cb.mp3],,皮肉[ひにく],彼[かれ]は<b> 皮肉[ひにく]</b>ばかり 言[い]います。,彼[かれ]は<b>（　）</b>ばかり 言[い]います。
5381,0,1264,5128,5133,5166,JLPT0,むける,むける,"come off, peel",[sound:b03f178553ff675da19428335222381d.mp3],Verb,日焼けで皮が<b>むけた</b>。,ひやけ で かわ が <b>むけた</b>,My skin peeled off due to sunburn.,[sound:f2ca3645d705788ab409bbdc7d83ac1a.mp3],,むける,日焼[ひや]けで 皮[かわ]が<b>むけた</b>。,日焼[ひや]けで 皮[かわ]が<b>（　）</b>。
5918,0,1264,5846,5852,5167,JLPT0,むく,むく,"peel, pare",[sound:78a9e93020621c24c1ffc28d9c6e91b8.mp3],Verb,人参の皮を<b>むきました</b>。,にんじん の かわ を <b>むきました</b>,I peeled the carrot.,[sound:349e841267d2a1e429e1ec80e1bec4ba.mp3],,むく,人参[にんじん]の 皮[かわ]を<b>むきました</b>。,人参[にんじん]の 皮[かわ]を<b>（　）</b>。
4572,1264,1265,5724,5723,5168,JLPT2,皮膚,ひふ,skin,[sound:8c10ed24d53b438d6dddbd4c61253558.mp3],Noun,冬は<b>皮膚</b>が乾燥しますね。,ふゆ は <b>ひふ</b> が かんそう します ね,My skin dries out in winter.,[sound:51487caeb94eb48147eb8e29b8d59ce5.mp3],,皮膚[ひふ],冬[ふゆ]は<b> 皮膚[ひふ]</b>が 乾燥[かんそう]しますね。,冬[ふゆ]は<b>（　）</b>が 乾燥[かんそう]しますね。
3024,1265,1266,3697,3698,5169,JLPT2,毛皮,けがわ,fur,[sound:def55fc9e72830598df62984011cea62.mp3],Noun,彼女は<b>毛皮</b>のコートを着ていたの。,かのじょ は <b>けがわ</b> の こーと を きて いた の,She wore a fur coat.,[sound:ca67e6b1805aafd4adbf44a8496cb98f.mp3],,毛皮[けがわ],彼女[かのじょ]は<b> 毛皮[けがわ]</b>のコートを 着[き]ていたの。,彼女[かのじょ]は<b>（　）</b>のコートを 着[き]ていたの。
3060,551,1266,2828,2930,5170,JLPT2,税関,ぜいかん,"custom house, customs",[sound:3bd4618094fc39c49641e63db6fd1b62.mp3],Noun,毛皮を<b>税関</b>で没収されたんだ。,けがわ を <b>ぜいかん</b> で ぼっしゅう された ん だ,The fur was seized at customs.,[sound:1890c89f851445acf6ba5b104d8ccd0f.mp3],,税関[ぜいかん],毛皮[けがわ]を<b> 税関[ぜいかん]</b>で 没収[ぼっしゅう]されたんだ。,毛皮[けがわ]を<b>（　）</b>で 没収[ぼっしゅう]されたんだ。
3357,1265,1266,3699,3699,5171,JLPT2,毛糸,けいと,"woolen yarn, wool",[sound:ec1c6820632477420b12f088115c8322.mp3],Noun,彼女は<b>毛糸</b>のセーターを編みました。,かのじょ は <b>けいと</b> の せーたー を あみました,She knitted a woolen sweater.,[sound:8b4ab9c62d305ac61f192b57dd954ab5.mp3],,毛糸[けいと],彼女[かのじょ]は<b> 毛糸[けいと]</b>のセーターを 編[あ]みました。,彼女[かのじょ]は<b>（　）</b>のセーターを 編[あ]みました。
5556,0,1266,5349,5354,5172,JLPT2,ブラシ,ブラシ,brush,[sound:92a7b873fcdec7f896f30a7357aaec73.mp3],Noun,犬の毛を<b>ブラシ</b>でとかしてやったの。,いぬ の け を <b>ぶらし</b> で とかして やった の,I brushed the dog's hair with a brush.,[sound:bc3ab35b0484f0187cdc9bbc70b19a52.mp3],,ブラシ,犬[いぬ]の 毛[け]を<b>ブラシ</b>でとかしてやったの。,犬[いぬ]の 毛[け]を<b>（　）</b>でとかしてやったの。
3267,1266,1267,3700,3700,5173,JLPT1,尾,お,tail,[sound:ac32ec39fd93bb9c73be37f39dcdaac2.mp3],Noun,<b>尾</b>の長い鳥が飛んでいますね。,<b>お</b> の ながい とり が とんで います ね,A bird with a long tail is flying.,[sound:f325aa91f2b72f3c1fa546d131789e29.mp3],,尾[お],<b> 尾[お]</b>の 長[なが]い 鳥[とり]が 飛[と]んでいますね。,<b>（　）</b>の 長[なが]い 鳥[とり]が 飛[と]んでいますね。
4196,441,1268,4799,4798,5174,JLPT2,結ぶ,むすぶ,"tie, join",[sound:1da5d5ade829d5b6ac5e2b73c531c7fc.mp3],Verb,彼女は髪にリボンを<b>結んだ</b>ね。,かのじょ は かみ に りぼん を <b>むすんだ</b> ね,She tied a ribbon in her hair.,[sound:de6d207c876ad23b328c25462720c343.mp3],,結[むす]ぶ,彼女[かのじょ]は 髪[かみ]にリボンを<b> 結[むす]んだ</b>ね。,彼女[かのじょ]は 髪[かみ]にリボンを<b>（　）</b>ね。
4732,652,1268,5127,5126,5175,JLPT1,乱れる,みだれる,"be disordered, be disturbed",[sound:aaa3a60357d940a8d435173b6665ff68.mp3],Verb,風で髪が<b>乱れた</b>ね。,かぜ で かみ が <b>みだれた</b> ね,The wind has messed up your hair.,[sound:36bccb6d4f3f2fcd5a4616ddbcb7e38c.mp3],,乱[みだ]れる,風[かぜ]で 髪[かみ]が<b> 乱[みだ]れた</b>ね。,風[かぜ]で 髪[かみ]が<b>（　）</b>ね。
4752,0,1268,4517,4522,5176,JLPT2,そっと,そっと,"softly, gently",[sound:61d75e98043742fc1161b2a02d09d6d6.mp3],Adverb,母親は娘の髪を<b>そっと</b>なでたの。,ははおや は むすめ の かみ を <b>そっと</b> なでた の,The mother quietly patted her daughter's hair.,[sound:c17b69432140568b1fef6024bc46054a.mp3],,そっと,母親[ははおや]は 娘[むすめ]の 髪[かみ]を<b>そっと</b>なでたの。,母親[ははおや]は 娘[むすめ]の 髪[かみ]を<b>（　）</b>なでたの。
5186,0,1268,4952,4957,5177,JLPT2,ピン,ピン,"hairpin, pin",[sound:03fed5f1f4aaef226feec2534ac10321.mp3],Noun,彼女はいつも髪を<b>ピン</b>で留めているね。,かのじょ は いつも かみ を <b>ぴん</b> で とめて いる ね,She always holds her hair with pins.,[sound:742a63ffc3b18c88ddfe6cc7b3094132.mp3],,ピン,彼女[かのじょ]はいつも 髪[かみ]を<b>ピン</b>で 留[と]めているね。,彼女[かのじょ]はいつも 髪[かみ]を<b>（　）</b>で 留[と]めているね。
5715,692,1268,5174,5173,5178,JLPT1,染める,そめる,"dye, color",[sound:86a8241b44cd77ab9c44d3f0e58743bd.mp3],Verb,髪を赤に<b>染めてみた</b>。,かみ を あか に <b>そめて みた</b>,I tried dyeing my hair red.,[sound:3c24b442914969db105150f9ea9af6bd.mp3],,染[そ]める,髪[かみ]を 赤[あか]に<b> 染[そ]めてみた</b>。,髪[かみ]を 赤[あか]に<b>（　）</b>。
2639,0,1269,2216,2323,5179,JLPT2,いきなり,いきなり,"all of a sudden, without warning",[sound:a7b48766139e22aa5241405e7920212e.mp3],Adverb,後ろから<b>いきなり</b>肩をたたかれた。,うしろ から <b>いきなり</b> かた を たたかれた,Someone suddenly tapped on my shoulder from behind.,[sound:779d2e7488874eafd50bb72220bac702.mp3],,いきなり,後[うし]ろから<b>いきなり</b> 肩[かた]をたたかれた。,後[うし]ろから<b>（　）</b> 肩[かた]をたたかれた。
4362,1070,1269,5603,5602,5180,JLPT2,張る,はる,"strain, be stretched",[sound:4e57710fc2f19fb71121bb7041467ae4.mp3],Verb,疲れて肩が<b>張っています</b>。,つかれて かた が <b>はって います</b>,My shoulders are stiff with fatigue.,[sound:3a3e60aa417a702f5e66e40e7373cf51.mp3],,張[は]る,疲[つか]れて 肩[かた]が<b> 張[は]っています</b>。,疲[つか]れて 肩[かた]が<b>（　）</b>。
5698,0,1269,5525,5530,5181,JLPT0,もむ,もむ,"rub, massage",[sound:c3456ab83d39a30674b4cb8cff3085eb.mp3],Verb,肩を<b>もんで</b>ください。,かた を <b>もんで</b> ください,Please massage my shoulders.,[sound:a7eb1da57f5f291d58f0afb9c5633866.mp3],,もむ,肩[かた]を<b>もんで</b>ください。,肩[かた]を<b>（　）</b>ください。
3727,1270,1271,3702,3703,5182,JLPT1,耳鼻科,じびか,"otorhinology, ENT",[sound:79e540add78d3fe57f190aab6d745710.mp3],Noun,今、<b>耳鼻科</b>にかかっています。,いま <b>じびか</b> に かかって います,I go to an ENT specialist now.,[sound:0fa8f94c41a35a36632e44af7ead6974.mp3],,耳鼻科[じびか],今[いま]、<b> 耳鼻科[じびか]</b>にかかっています。,今[いま]、<b>（　）</b>にかかっています。
3067,1272,1273,3703,3704,5183,JLPT2,唇,くちびる,"lip, lips",[sound:bc8bad703753ee9fe45d34517b6053bf.mp3],Noun,寒くて<b>唇</b>が青くなってしまった。,さむく て <b>くちびる</b> が あおく なって しまった,My lips are blue with cold.,[sound:9dcd7d9c5af3b54290096e5cbe3ede62.mp3],,唇[くちびる],寒[さむ]くて<b> 唇[くちびる]</b>が 青[あお]くなってしまった。,寒[さむ]くて<b>（　）</b>が 青[あお]くなってしまった。
4590,1274,1275,5725,5724,5184,JLPT0,臭い,におい,"smell, odor",[sound:76ded8ab71ff4bf00e9f59e94abd3d32.mp3],Noun,ここはいやな<b>臭い</b>がする。,ここ は いや な <b>におい</b> が する 。,There's an unpleasant smell here.,[sound:67275e571262870e676afc68f725c47e.mp3],,臭[にお]い,ここはいやな<b> 臭[にお]い</b>がする。,ここはいやな<b>（　）</b>がする。
5434,1274,1275,5726,5725,5185,JLPT1,生臭い,なまぐさい,smelling of fish,[sound:9e6762622f4508ba0a3f7c4ae97fb063.mp3],Adjective,まな板が<b>生臭い</b>です。,まないた が <b>なまぐさい</b> です,The chopping board smells fishy.,[sound:ff9f36865b00d2284ab4500b5254a236.mp3],,生臭[なまぐさ]い,まな 板[いた]が<b> 生臭[なまぐさ]い</b>です。,まな 板[いた]が<b>（　）</b>です。
5807,1274,1275,5728,5727,5186,JLPT0,臭う,におう,stink (unpleasant),[sound:08374c87e353b2fc3b6d34dd9eeeeb74.mp3],Verb,流しが<b>臭う</b>のできれいにしたよ。,ながし が <b>におう</b> の で きれい に した よ,I cleaned the sink because it smelled.,[sound:b44a4c4d9e90903019eb35d05c999b40.mp3],,臭[にお]う,流[なが]しが<b> 臭[にお]う</b>のできれいにしたよ。,流[なが]しが<b>（　）</b>のできれいにしたよ。
5930,1274,1275,5729,5728,5187,JLPT2,面倒臭い,めんどうくさい,"troublesome, tiresome",[sound:a988766150c968720cc85b57bf591c40.mp3],Adjective,この計算は<b>面倒臭い</b>なあ。,この けいさん は <b>めんどうくさい</b> なあ,This calculation is troublesome.,[sound:50259e172544bd37c6a890b006b01f7b.mp3],,面倒臭[めんどうくさ]い,この 計算[けいさん]は<b> 面倒臭[めんどうくさ]い</b>なあ。,この 計算[けいさん]は<b>（　）</b>なあ。
5806,1275,1276,5730,5729,5188,JLPT2,匂う,におう,smell (pleasant),[sound:b178610c00aa8653425190e1a56c2d94.mp3],Verb,バラの花が甘く<b>匂っている</b>ね。,ばら の はな が あまく <b>におって いる</b> ね,Rose flowers smell sweet.,[sound:8666b6a6ee19228b053e47bc67f75c42.mp3],,匂[にお]う,バラの 花[はな]が 甘[あま]く<b> 匂[にお]っている</b>ね。,バラの 花[はな]が 甘[あま]く<b>（　）</b>ね。
5115,0,1280,4876,4881,5189,JLPT1,ベスト,ベスト,best,[sound:4769ca9afeb0ba9d014003f55d9663db.mp3],Noun,私は<b>ベスト</b>を尽くしました。,わたし は <b>べすと</b> を つくしました,I did my best.,[sound:9aa06711fc3d4a82a312e37f12ce72a8.mp3],,ベスト,私[わたし]は<b>ベスト</b>を 尽[つ]くしました。,私[わたし]は<b>（　）</b>を 尽[つ]くしました。
2550,1280,1281,3704,3705,5190,JLPT2,解釈,かいしゃく,"interpretation, explanation",[sound:fa86ee5ea9f080a530604c71bf292eba.mp3],Verbal Noun,この詩を<b>解釈</b>してみましょう。,この し を <b>かいしゃく</b> して みましょう,Let's try to interpret this poem.,[sound:40efdbb896fdbcf2fb083ee23aa5acf9.mp3],,解釈[かいしゃく],この 詩[し]を<b> 解釈[かいしゃく]</b>してみましょう。,この 詩[し]を<b>（　）</b>してみましょう。
2848,1281,1282,3705,3706,5191,JLPT2,居間,いま,living room,[sound:012d25cff069ea9d9b26880d47416f30.mp3],Noun,父は<b>居間</b>でテレビを見ている。,ちち は <b>いま</b> で てれび を みて いる,My father is watching TV in the living room.,[sound:2a6d8519e11184c6d9e1c9f98a46a277.mp3],,居間[いま],父[ちち]は<b> 居間[いま]</b>でテレビを 見[み]ている。,父[ちち]は<b>（　）</b>でテレビを 見[み]ている。
3442,1281,1282,3707,3707,5192,JLPT2,居る,おる,"be present, stay (humble)",[sound:19ff494b90dc986ffa43974209482ca8.mp3],Verb,母は今、うちに<b>居りません</b>。,はは は いま うち に <b>おりません</b>,My mother isn't at home now.,[sound:ca4c8fbc4c1d11e48976d86614fa5caf.mp3],,居[お]る,母[はは]は 今[いま]、うちに<b> 居[お]りません</b>。,母[はは]は 今[いま]、うちに<b>（　）</b>。
3886,100,1282,1904,2103,5193,JLPT0,間,かん,"interval, duration of time",[sound:01fc23f688261cea24ac69a0038f554d.mp3],Noun,その<b>間</b>に彼は居なくなっていました。,その <b>かん</b> に かれ は いなく なって いました,He disappeared in the meantime.,[sound:c6b691272098fdad87f9b0e3bea8e721.mp3],,間[かん],その<b> 間[かん]</b>に 彼[かれ]は 居[い]なくなっていました。,その<b>（　）</b>に 彼[かれ]は 居[い]なくなっていました。
5190,0,0,4958,4963,5194,JLPT2,まあ,まあ,well,[sound:29942dd38019a72b4eab2b9992fec70f.mp3],Interjection,<b>まあ</b>これでいいだろう。,<b>まあ</b>これでいいだろう。,"Well, this will do I suppose.",[sound:6e161d844ce09d4098ed07f5f0c6eabb.mp3],,まあ,<b>まあ</b>これでいいだろう。,<b>（　）</b>これでいいだろう。
4515,1281,1282,5731,5730,5195,JLPT1,同居,どうきょ,living together,[sound:05d503c6c0ef6765a0964c2342b4e96c.mp3],Verbal Noun,私はまだ両親と<b>同居</b>しています。,わたし は まだ りょうしん と <b>どうきょ</b> して います,I still live with my parents.,[sound:466ee76674f0bf7d4f9eb2eaf0f048d6.mp3],,同居[どうきょ],私[わたし]はまだ 両親[りょうしん]と<b> 同居[どうきょ]</b>しています。,私[わたし]はまだ 両親[りょうしん]と<b>（　）</b>しています。
4325,25,1284,4014,4013,5196,JLPT2,土,つち,"soil, ground",[sound:677bee8040152fa6914d612cff9f06c0.mp3],Noun,<b>土</b>を掘って木を植えました。,<b>つち</b> を ほって き を うえました,I dug up the soil and planted a tree.,[sound:8e396592f3639c2327eae25e5479262c.mp3],,土[つち],<b> 土[つち]</b>を 掘[ほ]って 木[き]を 植[う]えました。,<b>（　）</b>を 掘[ほ]って 木[き]を 植[う]えました。
4244,725,1286,5196,5195,5197,JLPT2,寄せる,よせる,"draw near, draw up, gather",[sound:2f1c0b2d57185630fa9eb66258c49ecb.mp3],Verb,車を塀に<b>寄せた</b>よ。,くるま を へい に <b>よせた</b> よ,I pulled the car over by the wall.,[sound:886bdf006fce976d11e3ffed81359106.mp3],,寄[よ]せる,車[くるま]を 塀[へい]に<b> 寄[よ]せた</b>よ。,車[くるま]を 塀[へい]に<b>（　）</b>よ。
2204,1286,1287,3708,3708,5198,JLPT2,一層,いっそう,"more, even more",[sound:9643bce821e3a5fc602e3645d90123c8.mp3],Adverb,雨が<b>一層</b>激しくなったね。,あめ が <b>いっそう</b> はげしく なった ね,The rain got even heavier.,[sound:a1c128001047a2b31f289f0a4ffbc04d.mp3],,一層[いっそう],雨[あめ]が<b> 一層[いっそう]</b> 激[はげ]しくなったね。,雨[あめ]が<b>（　）</b> 激[はげ]しくなったね。
2902,1286,1287,3709,3710,5199,JLPT2,高層,こうそう,"high altitude, high-rise",[sound:38f193ca25c0e443de330a3594667321.mp3],Noun,このあたりは<b>高層</b>ビルが増えましたね。,この あたり は <b>こうそう</b>びる が ふえました ね,The number of high-rise buildings has increased around here.,[sound:878193bab69fea78944680f104d9ca7e.mp3],,高層[こうそう],このあたりは<b> 高層[こうそう]</b>ビルが 増[ふ]えましたね。,このあたりは<b>（　）</b>ビルが 増[ふ]えましたね。
5028,0,1287,4794,4800,5200,JLPT0,そびえる,そびえる,tower,[sound:6c2ad39ae6a9060df5a203aaf46b3435.mp3],Verb,いくつもの高層ビルが<b>そびえていた</b>んだ。,いくつ も の こうそう びる が <b>そびえていた</b> ん だ 。,A number of tall buildings towered high.,[sound:ba66abc51d2c992c9aadfa3a450379f3.mp3],,そびえる,いくつもの 高層[こうそう]ビルが<b>そびえていた</b>んだ。,いくつもの 高層[こうそう]ビルが<b>（　）</b>んだ。
5568,1286,1287,5735,5734,5201,JLPT2,大層,たいそう,"very, highly",[sound:46a8b84a14e3ed94a8b549a9fec87e96.mp3],Adverb,彼は<b>大層</b>喜んでいました。,かれ は <b>たいそう</b> よろこんで いました,He was extremely pleased.,[sound:7caa1b0f2026b951aaff20e7485195a6.mp3],,大層[たいそう],彼[かれ]は<b> 大層[たいそう]</b> 喜[よろこ]んでいました。,彼[かれ]は<b>（　）</b> 喜[よろこ]んでいました。
5421,1287,1288,5736,5735,5202,JLPT1,履歴,りれき,"history, personal history",[sound:8c3218ae614b55a8e53ec08759d6a7e6.mp3],Noun,最近使ったファイルは、<b>履歴</b>からすぐ開けます。,さいきん つかった ふぁいる は、 <b>りれき</b> から すぐ ひらけます,You can easily open recently used files from the history folder.,[sound:246e36e4881ad3600587b75bd192d79d.mp3],,履歴[りれき],最近使[さいきん つか]ったファイルは、<b> 履歴[りれき]</b>からすぐ 開[ひら]けます。,最近使[さいきん つか]ったファイルは、<b>（　）</b>からすぐ 開[ひら]けます。
